,title,price,quantity_sold,location,sale_off,reviews,links
1795,Ví da bò thổ dân,129.000 ₫,209 Đã bán,Hồ Chí Minh,,(22),https://www.lazada.vn/products/vi-da-bo-tho-dan-i2395255509.html
1796,"Ví da nam thanh lịch, chất da PU chống thấm nước BV07C",69.000 ₫,217 Đã bán,Hồ Chí Minh,47% Off,(190),https://www.lazada.vn/products/vi-da-nam-thanh-lich-chat-da-pu-chong-tham-nuoc-bv07c-i1759542765.html
1797,Có Khắc Tên) Ví Da Nam Tran Thanh How Chất Liệu Da Bò Cross Grain HN22,386.000 ₫,88 Đã bán,Hồ Chí Minh,21% Off,(10),https://www.lazada.vn/products/co-khac-ten-vi-da-nam-tran-thanh-how-chat-lieu-da-bo-cross-grain-hn22-i2401858427.html
1798,Ví Đăng Kiểm Oto Màu Nâu Da Bò Thật,220.000 ₫,156 Đã bán,Hồ Chí Minh,,(10),https://www.lazada.vn/products/vi-dang-kiem-oto-mau-nau-da-bo-that-i143337804.html
1799,Hiram Ví dài nam ly hợp ví túi khóa kéo túi điện thoại Hasp dung tích lớn Da Ngựa Điên Ví nam ví đựng thẻ Ví kẹp tiền,491.500 ₫,16 Đã bán,Nước ngoài,"56% Off
Giá Chào Sàn",(6),https://www.lazada.vn/products/hiram-vi-dai-nam-ly-hop-vi-tui-khoa-keo-tui-dien-thoai-hasp-dung-tich-lon-da-ngua-dien-vi-nam-vi-dung-the-vi-kep-tien-i2563260631.html
1800,"(da thật ) ví nam đứng mini da thật cao cấp ,ví nam da thật uinex thời trang chống thấm nước bảo trì trọn đời",100.000 ₫,180 Đã bán,Hồ Chí Minh,,(4),https://www.lazada.vn/products/da-that-vi-nam-dung-mini-da-that-cao-cap-vi-nam-da-that-uinex-thoi-trang-chong-tham-nuoc-bao-tri-tron-doi-i1541194774.html
1801,"[HÀNG XỊN+FREESHIP] Ví nam, Ví bóp tiền nam có ngăn kéo, nhiều ngăn tiện lợi - Ví da nam H2",79.000 ₫,20 Đã bán,Hồ Chí Minh,50% Off,(1),https://www.lazada.vn/products/hang-xinfreeship-vi-nam-vi-bop-tien-nam-co-ngan-keo-nhieu-ngan-tien-loi-vi-da-nam-h2-i1859793149.html
1802,Ví Nam La Vis 6 Ngăn Đựng Thẻ Chất Liệu Da PU Siêu Mỏng Họa Tiết Quả Vải,44.620 ₫,541 Đã bán,Nước ngoài,50% Off,(31),https://www.lazada.vn/products/vi-nam-la-vis-6-ngan-dung-the-chat-lieu-da-pu-sieu-mong-hoa-tiet-qua-vai-i828076904.html
1803,Ví da thời trang nam kiểu dáng đứng phong cách thời thượng 2023-Bảo hành 12 tháng,135.000 ₫,136 Đã bán,Hà Nội,46% Off,(2),https://www.lazada.vn/products/vi-da-thoi-trang-nam-kieu-dang-dung-phong-cach-thoi-thuong-2023-bao-hanh-12-thang-i1190280203.html
1804,Ví Da Nam Bóp Da Nam Da Bò Vân Cá Sấu FTT LEATHER thật 100% Mã VA-VB01 ( Bảo hành 10 năm bề mặt da không bị bong tróc -nổ da ),139.875 ₫,14 Đã bán,Hồ Chí Minh,46% Off,(4),https://www.lazada.vn/products/vi-da-nam-bop-da-nam-da-bo-van-ca-sau-ftt-leather-that-100-ma-va-vb01-bao-hanh-10-nam-be-mat-da-khong-bi-bong-troc-no-da-i1234293445.html
1805,"Ví sen 3 da bò Pullup V122, ví mini nhỏ gọn đường chỉ khâu tay thủ công, thương hiệu Bụi leather chuyên đồ da thật- BH 12 tháng",179.000 ₫,28 Đã bán,Hà Nội,37% Off,(0),https://www.lazada.vn/products/vi-sen-3-da-bo-pullup-v122-vi-mini-nho-gon-duong-chi-khau-tay-thu-cong-thuong-hieu-bui-leather-chuyen-do-da-that-bh-12-thang-i786344500.html
1806,[HCM]Bóp da bò Thật 100% Ví nam bền đẹp VIDA-A78V VÍ DA BÒ,99.000 ₫,13 Đã bán,Hồ Chí Minh,48% Off,(3),https://www.lazada.vn/products/hcmbop-da-bo-that-100-vi-nam-ben-dep-vida-a78v-vi-da-bo-i419728679.html
1807,"Ví Nam KT02 Bóp Nam Da Bò Cao Cấp, Ví Da Mini Đựng Tiền Đựng Thẻ, Giá Rẻ, Đẹp , Chất Liệu Da Bò Nguyên Tấm, Nhỏ Gọn, Nhiều Ngăn, bảo hành 1 năm, đền gấp 2 nếu phát hiện không phải da thật",159.000 ₫,37 Đã bán,Hà Nội,50% Off,(1),https://www.lazada.vn/products/vi-nam-kt02-bop-nam-da-bo-cao-cap-vi-da-mini-dung-tien-dung-the-gia-re-dep-chat-lieu-da-bo-nguyen-tam-nho-gon-nhieu-ngan-bao-hanh-1-nam-den-gap-2-neu-phat-hien-khong-phai-da-that-i1802910674.html
1808,"Bóp nam da bò Chakovet dáng đứng sang trọng phong cách, màu Nâu CKV.268",119.000 ₫,15 Đã bán,Hà Nội,50% Off,(5),https://www.lazada.vn/products/bop-nam-da-bo-chakovet-dang-dung-sang-trong-phong-cach-mau-nau-ckv268-i1418372826.html
1809,Ví Nam mini cầm tay da bò cao cấp KT07 Bóp Nam thời trang dáng ngang nhỏ gọn thiết kế nhiều ngăn hiện đại - Jido Store,259.000 ₫,7 Đã bán,Hà Nội,48% Off,(52),https://www.lazada.vn/products/vi-nam-mini-cam-tay-da-bo-cao-cap-kt07-bop-nam-thoi-trang-dang-ngang-nho-gon-thiet-ke-nhieu-ngan-hien-dai-jido-store-i1967783695.html
1810,Ví Tiền Kiểu Ngắn Da Thật Cho Nam Septwolves Ví Tiền Kiểu Nam Mẫu Mới Quà Sinh Nhật Liền Giấy Phép Lái Xe,469.800 ₫,41 Đã bán,Nước ngoài,38% Off,(43),https://www.lazada.vn/products/vi-tien-kieu-ngan-da-that-cho-nam-septwolves-vi-tien-kieu-nam-mau-moi-qua-sinh-nhat-lien-giay-phep-lai-xe-i2194665470.html
1811,Ví Nam Da Bò Vân Cá Sấu Size Lớn Cao Cấp UDANY - Dáng Đứng - Ví Nam Bóp Ví Nam Thời Trang Bảo Hành 24 Tháng,185.000 ₫,74 Đã bán,Hồ Chí Minh,47% Off,(79),https://www.lazada.vn/products/vi-nam-da-bo-van-ca-sau-size-lon-cao-cap-udany-dang-dung-vi-nam-bop-vi-nam-thoi-trang-bao-hanh-24-thang-i2127242859.html
1812,"[Da thật] Ví dài mini cầm tay nam/nữ siêu mỏng da bò thật WL118 (Đen/Nâu) - 100% da thật, BH 3 năm",279.000 ₫,20 Đã bán,Hà Nội,,(435),https://www.lazada.vn/products/da-that-vi-dai-mini-cam-tay-namnu-sieu-mong-da-bo-that-wl118-dennau-100-da-that-bh-3-nam-i1335063034.html
1813,[ Xả Hàng ] Bóp Cá Sấu Da Thật 100% .Bóp Ví Da Cá Sấu 2 Mặt Cao Cấp .Bảo Hành 12 Tháng. 1 Đổi 1.,230.000 ₫,26 Đã bán,Hồ Chí Minh,12% Off,(6),https://www.lazada.vn/products/xa-hang-bop-ca-sau-da-that-100-bop-vi-da-ca-sau-2-mat-cao-cap-bao-hanh-12-thang-1-doi-1-i1409407621.html
1814,[HCM]Ví Bóp Da Mini 12 Ngăn Đựng Thẻ Tiện Dụng P061,10.000 ₫,15 Đã bán,Hồ Chí Minh,47% Off,(8),https://www.lazada.vn/products/hcmvi-bop-da-mini-12-ngan-dung-the-tien-dung-p061-i723960731.html
1815,Ví da nam PERA PR005-01 - màu nâu- dáng đứng trơn - mềm mại - da bò thật - đựng tiền đựng thẻ - bảo hành 12 tháng.,169.000 ₫,11 Đã bán,Hồ Chí Minh,50% Off,(53),https://www.lazada.vn/products/vi-da-nam-pera-pr005-01-mau-nau-dang-dung-tron-mem-mai-da-bo-that-dung-tien-dung-the-bao-hanh-12-thang-i2440524929.html
1816,Ví Da Nam Da Bò Nappa PANDAGO Serena 03 Dáng Ngang Cao Cấp Sang Trọng Có Khóa Kéo,299.000 ₫,192 Đã bán,Hồ Chí Minh,25% Off,(1),https://www.lazada.vn/products/vi-da-nam-da-bo-nappa-pandago-serena-03-dang-ngang-cao-cap-sang-trong-co-khoa-keo-i1854769284.html
1817,Ví Nam da bò tự nhiên may thủ công sang trọng,170.000 ₫,12 Đã bán,Hồ Chí Minh,28% Off,(8),https://www.lazada.vn/products/vi-nam-da-bo-tu-nhien-may-thu-cong-sang-trong-i206027545.html
1818,Bóp Ví One Piece Luffy Dáng Ngang Đựng Tiền Cho Nam Mã: Mb14,89.000 ₫,361 Đã bán,Hà Nội,,(2),https://www.lazada.vn/products/bop-vi-one-piece-luffy-dang-ngang-dung-tien-cho-nam-ma-mb14-i1057388202.html
1819,"Ví dài mini cầm tay nam nữ siêu mỏng da bò thật WL118LD (Đen/Nâu) - 100% da bò thật, BH 3 năm",265.000 ₫,70 Đã bán,Hà Nội,,(10),https://www.lazada.vn/products/vi-dai-mini-cam-tay-nam-nu-sieu-mong-da-bo-that-wl118ld-dennau-100-da-bo-that-bh-3-nam-i1896498886.html
1820,Ví nam da bò BYL/Ví Nam Da Bò Khắc Hình/Ví da khắc tên/Ví khắc theo yêu cầu/Ví khắc hình/Ví da nam khắc tên/Ví da nam khắc hình,169.000 ₫,64 Đã bán,Hồ Chí Minh,44% Off,(10),https://www.lazada.vn/products/vi-nam-da-bo-bylvi-nam-da-bo-khac-hinhvi-da-khac-tenvi-khac-theo-yeu-cauvi-khac-hinhvi-da-nam-khac-tenvi-da-nam-khac-hinh-i262546650.html
1821,Ví nam da bò Nappa / Bóp da nam Full hộp đựng làm quà tặng. (Vachetta V02),180.000 ₫,94 Đã bán,Hồ Chí Minh,50% Off,(13),https://www.lazada.vn/products/vi-nam-da-bo-nappa-bop-da-nam-full-hop-dung-lam-qua-tang-vachetta-v02-i2538596638.html
1822,VÍ NAM DA BÒ MINI KẺ SỌC BH 24T (VÍ ĐỨNG),135.000 ₫,8 Đã bán,Hồ Chí Minh,31% Off,(11),https://www.lazada.vn/products/vi-nam-da-bo-mini-ke-soc-bh-24t-vi-dung-i2582702535.html
1823,Ví Ngắn Cầm Tay Bằng Da Cho Bé Trai Một Mảnh Ví Đựng Tiền Xu In Họa Tiết Hoạt Hình Đủ Màu Cho Học Sinh Ví Đựng Thẻ Gập Một Nửa Ví Trẻ Em Thời Trang Thường Ngày Cá Tính,107.100 ₫,22 Đã bán,Nước ngoài,23% Off,(3),https://www.lazada.vn/products/vi-ngan-cam-tay-bang-da-cho-be-trai-mot-manh-vi-dung-tien-xu-in-hoa-tiet-hoat-hinh-du-mau-cho-hoc-sinh-vi-dung-the-gap-mot-nua-vi-tre-em-thoi-trang-thuong-ngay-ca-tinh-i1524545452.html
1824,Bóp Ví Nam Da Bò Cao Cấp,238.000 ₫,41 Đã bán,Hồ Chí Minh,26% Off,(7),https://www.lazada.vn/products/bop-vi-nam-da-bo-cao-cap-i2182409250.html
1825,( có kèm hộp ) Ví Nam Gucci Bóp Nam Da Bò Thật Cao Cấp . ví nam da bò cao cấp dập vân cá sấu.. Top-Max vn002,89.000 ₫,91 Đã bán,Hồ Chí Minh,61% Off,(14),https://www.lazada.vn/products/co-kem-hop-vi-nam-gucci-bop-nam-da-bo-that-cao-cap-vi-nam-da-bo-cao-cap-dap-van-ca-sau-top-max-vn002-i2377793913.html
1826,Ví Sen 3 Da Bò Thật Khâu Tay Thủ Công Màu Xanh SVS19,99.000 ₫,166 Đã bán,Ninh Bình,48% Off,(1),https://www.lazada.vn/products/vi-sen-3-da-bo-that-khau-tay-thu-cong-mau-xanh-svs19-i2110233669.html
1827,[HCM][CÓ VIDEO THẬT] Ví nam da bò sáp dáng ngang kiểu dáng châu Âu chất liệu hoàn chỉnh,189.000 ₫,39 Đã bán,Hồ Chí Minh,37% Off,(27),https://www.lazada.vn/products/hcmco-video-that-vi-nam-da-bo-sap-dang-ngang-kieu-dang-chau-au-chat-lieu-hoan-chinh-i933184725.html
1828,"Ví nam Cefiro hàng nhập , da bò cao cấp",370.000 ₫,85 Đã bán,Hồ Chí Minh,,(6),https://www.lazada.vn/products/vi-nam-cefiro-hang-nhap-da-bo-cao-cap-i2027786075.html
1829,[HCM]Bóp Ví nam da bò Thật 100% (VIDA-A68V),148.000 ₫,23 Đã bán,Hồ Chí Minh,41% Off,(5),https://www.lazada.vn/products/hcmbop-vi-nam-da-bo-that-100-vida-a68v-i235009532.html
1830,Ví Da Bò J23,199.000 ₫,18 Đã bán,Hồ Chí Minh,31% Off,(12),https://www.lazada.vn/products/vi-da-bo-j23-i897544958.html
1831,"Ví nam, ví da bò nam dáng ngang, cao cấp bảo hành chính hãng Men Leather M8V3R6, bóp nam hàng hiệu, quà tặng sinh nhật nam đẹp sang trọng",270.000 ₫,20 Đã bán,Hồ Chí Minh,56% Off,(3),https://www.lazada.vn/products/vi-nam-vi-da-bo-nam-dang-ngang-cao-cap-bao-hanh-chinh-hang-men-leather-m8v3r6-bop-nam-hang-hieu-qua-tang-sinh-nhat-nam-dep-sang-trong-i1857768822.html
1832,Ví tiền nam TEE SIK ví nam xịn cao cấp đựng tiền thẻ giấy tờ sọc caro cầm tay unisex da PU bền bỉ siêu mỏng nhẹ V03,119.000 ₫,27 Đã bán,Hồ Chí Minh,20% Off,(5),https://www.lazada.vn/products/vi-tien-nam-tee-sik-vi-nam-xin-cao-cap-dung-tien-the-giay-to-soc-caro-cam-tay-unisex-da-pu-ben-bi-sieu-mong-nhe-v03-i2133799408.html
1833,Ví nam cao cấp full hộp Bullcaptain chất liệu da bò nguyên tấm V20,345.000 ₫,5 Đã bán,Hà Nội,50% Off,(3),https://www.lazada.vn/products/vi-nam-cao-cap-full-hop-bullcaptain-chat-lieu-da-bo-nguyen-tam-v20-i2501340307.html
1834,Ví mini - ví đựng thẻ - da bò cao cấp - VM02,300.000 ₫,13 Đã bán,Hà Nội,,(2),https://www.lazada.vn/products/vi-mini-vi-dung-the-da-bo-cao-cap-vm02-i288560234.html
1835,"Ví nam da bò vân cá sấu CKV.309 Bóp nam dáng đứng , kiểu ví nam Mini da thật có nhiều ngăn đựng tiền đựng thẻ tiện dụng",99.000 ₫,6 Đã bán,Hà Nội,48% Off,(4),https://www.lazada.vn/products/vi-nam-da-bo-van-ca-sau-ckv309-bop-nam-dang-dung-kieu-vi-nam-mini-da-that-co-nhieu-ngan-dung-tien-dung-the-tien-dung-i1275398665.html
1836,Ví Da Nam Bò Sáp PHÂN LOẠI MÀU NÂU - Dáng Đứng,140.000 ₫,15 Đã bán,Hà Nội,,(3),https://www.lazada.vn/products/vi-da-nam-bo-sap-phan-loai-mau-nau-dang-dung-i2333407451.html
1837,Bóp/ Ví Da Nam Da Bò Thật Bấm Nút HKT Shop VN827,165.000 ₫,13 Đã bán,Bình Thuận,59% Off,(1),https://www.lazada.vn/products/bop-vi-da-nam-da-bo-that-bam-nut-hkt-shop-vn827-i372632921.html
1838,Ví da nam CEFIRO cao cấp logo kim loại dáng ngang và dọc sang trọng thời trang,112.000 ₫,6 Đã bán,Hồ Chí Minh,,(4),https://www.lazada.vn/products/vi-da-nam-cefiro-cao-cap-logo-kim-loai-dang-ngang-va-doc-sang-trong-thoi-trang-i2426398667.html
1839,"Ví Bóp Nam Minh Tâm Da Bò Cao Cấp , Ngăn Rộng Rãi , Đựng Vừa Các Loại Giấy Tờ MT101-03 , 2 màu",169.000 ₫,6 Đã bán,Hồ Chí Minh,43% Off,(15),https://www.lazada.vn/products/vi-bop-nam-minh-tam-da-bo-cao-cap-ngan-rong-rai-dung-vua-cac-loai-giay-to-mt101-03-2-mau-i870014718.html
1840,Bóp Ví Da Nam MORI Da Bò Thật Cao Cấp Đựng Thẻ Đứng Gập Đôi Bền Đẹp Sang Màu Đen Xanh Navy Nâu Nhỏ Gọn Nữ NATO,139.000 ₫,265 Đã bán,Hồ Chí Minh,47% Off,(65),https://www.lazada.vn/products/bop-vi-da-nam-mori-da-bo-that-cao-cap-dung-the-dung-gap-doi-ben-dep-sang-mau-den-xanh-navy-nau-nho-gon-nu-nato-i2106597530.html
1841,"Ví nam nhiều ngăn, ví da nam thời trang phong cách Hàn Quốc, bóp nam 215Store GAP03, có hộp đựng sang trọng",125.000 ₫,26 Đã bán,Hồ Chí Minh,31% Off,(41),https://www.lazada.vn/products/vi-nam-nhieu-ngan-vi-da-nam-thoi-trang-phong-cach-han-quoc-bop-nam-215store-gap03-co-hop-dung-sang-trong-i2143100624.html
1842,[HN]-Ví Bóp Nam Giá Tận Xưởng Có 3 Ngăn Lớn 1 Khóa Kéo 7 Ngăn Nhỏ Bỏ Vừa Tất Cả Các Loại Giấy Tờ thương hiệu Heika,29.000 ₫,368 Đã bán,Hà Nội,48% Off,(2),https://www.lazada.vn/products/hn-vi-bop-nam-gia-tan-xuong-co-3-ngan-lon-1-khoa-keo-7-ngan-nho-bo-vua-tat-ca-cac-loai-giay-to-thuong-hieu-heika-i605132006.html
1843,"Ví Nam Da Bò Cao Cấp Vicenzo Bảo Hành 12 Tháng, Bóp Ví Da Dáng Đứng Nhỏ Gọn Nhiều Ngăn Đựng Tiền Và Thẻ - Vndt05",229.000 ₫,241 Đã bán,Hà Nội,22% Off,(1),https://www.lazada.vn/products/vi-nam-da-bo-cao-cap-vicenzo-bao-hanh-12-thang-bop-vi-da-dang-dung-nho-gon-nhieu-ngan-dung-tien-va-the-vndt05-i2512470291.html
1844,Bóp nam/Ví nam đứng da bò pullup.Bảo hành 12 tháng,97.000 ₫,158 Đã bán,Hà Nội,76% Off,(11),https://www.lazada.vn/products/bop-namvi-nam-dung-da-bo-pullupbao-hanh-12-thang-i1072416997.html
1845,Ví Tối Giản Mới 2022 Ví Đựng Thẻ Tín Dụng ID Nhỏ Bằng Da Thật Túi Đựng Thẻ Ngân Hàng VIP Mỏng Đơn Giản Cho Nam Phụ Kiện Mini Cho Nam Và Nữ,139.000 ₫,15 Đã bán,Nước ngoài,35% Off,(268),https://www.lazada.vn/products/vi-toi-gian-moi-2022-vi-dung-the-tin-dung-id-nho-bang-da-that-tui-dung-the-ngan-hang-vip-mong-don-gian-cho-nam-phu-kien-mini-cho-nam-va-nu-i1701719802.html
1846,Ví da dài cầm tay nam nữ Jeep bền đẹp nhiều ngăn tiện lợi phong cách thời trang Hàn Quốc,65.742 ₫,30 Đã bán,Hà Nội,53% Off,(1),https://www.lazada.vn/products/vi-da-dai-cam-tay-nam-nu-jeep-ben-dep-nhieu-ngan-tien-loi-phong-cach-thoi-trang-han-quoc-i850920915.html
1847,"Ví nam, bóp nam da bò vân cá sấu Chakovet V.99A, Kiểu ví dáng đứng nhiều ngăn đựng tiền và thẻ, đựng được GPLX loại cũ (nâu, đen)",85.000 ₫,172 Đã bán,Hà Nội,47% Off,(31),https://www.lazada.vn/products/vi-nam-bop-nam-da-bo-van-ca-sau-chakovet-v99a-kieu-vi-dang-dung-nhieu-ngan-dung-tien-va-the-dung-duoc-gplx-loai-cu-nau-den-i877456204.html
1848,"Bóp da cá sấu ví da thật đẹp xịn cao cấp hàng hiệu chính hãng, Bóp ví da cá sấu thật đẹp thời trang , Ví Da Cá Sấu Cao Cấp - Bóp Da Xịn",176.900 ₫,71 Đã bán,Hồ Chí Minh,51% Off,(12),https://www.lazada.vn/products/bop-da-ca-sau-vi-da-that-dep-xin-cao-cap-hang-hieu-chinh-hang-bop-vi-da-ca-sau-that-dep-thoi-trang-vi-da-ca-sau-cao-cap-bop-da-xin-i2341459810.html
1849,"Ví Nam Da Có Khóa Kéo Nhỏ Gọn Cao Cấp, 4 Màu Trẻ Trung, Bóp Da Nam Đựng Tiền Vân Caro Nhiều Ngăn Đựng Thẻ ATM, Giấy Tờ - The Black Box",129.000 ₫,30 Đã bán,Hồ Chí Minh,57% Off,(10),https://www.lazada.vn/products/vi-nam-da-co-khoa-keo-nho-gon-cao-cap-4-mau-tre-trung-bop-da-nam-dung-tien-van-caro-nhieu-ngan-dung-the-atm-giay-to-the-black-box-i1630587494.html
1850,Ví nam da bò thật cao cấp bóp da vân voi dáng ngang gập đôi có hộp kích thước 12 x 9.5 cm,335.000 ₫,7 Đã bán,Hồ Chí Minh,51% Off,(1),https://www.lazada.vn/products/vi-nam-da-bo-that-cao-cap-bop-da-van-voi-dang-ngang-gap-doi-co-hop-kich-thuoc-12-x-95-cm-i2152068404.html
1851,VÍ CÁ SẤU 2 MẶT ĐAN VIỀN THỦ CÔNG CAO CẤP. CHẤT LIỆU DA CÁ SẤU THẬT 100%. MADE BY OVENIS,200.000 ₫,9 Đã bán,Bình Dương,50% Off,(11),https://www.lazada.vn/products/vi-ca-sau-2-mat-dan-vien-thu-cong-cao-cap-chat-lieu-da-ca-sau-that-100-made-by-ovenis-i1290408370.html
1852,Bọc thẻ kim loại hợp kim nhôm cao cấp cho thẻ tên ID ngang Legaxi,5.000 ₫,116 Đã bán,Hồ Chí Minh,,(8),https://www.lazada.vn/products/boc-the-kim-loai-hop-kim-nhom-cao-cap-cho-the-ten-id-ngang-legaxi-i2397788509.html
1853,Ví nam da gấp gọn nhiều ngăn tiện dụng thời trang VN02,42.000 ₫,30 Đã bán,Hồ Chí Minh,46% Off,(24),https://www.lazada.vn/products/vi-nam-da-gap-gon-nhieu-ngan-tien-dung-thoi-trang-vn02-i1857416182.html
1854,"[TẶNG QUÀ +FREESHIP MAX] Ví Nam Da Cá Sấu Cao Cấp KN DuA01 + Tặng kèm móc khóa da cá sấu, hộp và túi giấy màu ngẫu nhiên đựng quà sang trọng",249.000 ₫,8 Đã bán,Hồ Chí Minh,48% Off,(6),https://www.lazada.vn/products/tang-qua-freeship-max-vi-nam-da-ca-sau-cao-cap-kn-dua01-tang-kem-moc-khoa-da-ca-sau-hop-va-tui-giay-mau-ngau-nhien-dung-qua-sang-trong-i676482653.html
1855,BULLCAPTAIN Ví Da Ví Đựng Danh Thiếp Cổ Điển Thường Ngày Chất Lượng Cao Cho Nam Ví Dày 14 Ngăn Đựng Thẻ Bàn Chải Chống Trộm RFID,276.723 ₫,8 Đã bán,Nước ngoài,"57% Off
Áp dụng voucher",(5),https://www.lazada.vn/products/bullcaptain-vi-da-vi-dung-danh-thiep-co-dien-thuong-ngay-chat-luong-cao-cho-nam-vi-day-14-ngan-dung-the-ban-chai-chong-trom-rfid-i2026053748.html
1856,Ví Tiền Vải Bố Kiểu Dọc Ví Da Siêu Mỏng Có Thể Đựng Bằng Lái Xe Cho Nam Mẫu Ngắn Ví Tiền Mini Kiểu Nam Kèm Khóa Kéo Mỏng,74.000 ₫,6 Đã bán,Nước ngoài,39% Off,(9),https://www.lazada.vn/products/vi-tien-vai-bo-kieu-doc-vi-da-sieu-mong-co-the-dung-bang-lai-xe-cho-nam-mau-ngan-vi-tien-mini-kieu-nam-kem-khoa-keo-mong-i2494528980.html
1857,Baellerry Ví Đựng Thẻ Đẩy Cạnh Chặn RFID Mới 2022 Ví Đựng Thẻ Tín Dụng Cho Nam Hộp Đựng Thẻ Ngân Hàng Bằng Da Ví Khâu Tương Phản Ví Đựng Thẻ Tự Động Bằng Kim Loại Cho Nữ,81.000 ₫,9 Đã bán,Nước ngoài,50% Off,(51),https://www.lazada.vn/products/baellerry-vi-dung-the-day-canh-chan-rfid-moi-2022-vi-dung-the-tin-dung-cho-nam-hop-dung-the-ngan-hang-bang-da-vi-khau-tuong-phan-vi-dung-the-tu-dong-bang-kim-loai-cho-nu-i2092438390.html
1858,Menspe Ví cầm tay nam ví ví sức chứa lớn đa chức năng Ví dài PU Ví đồ chứa thẻ tín dụng đa vị trí thẻ Ví đựng xu Ví doanh nhân Túi da đựng tiền xu PU,168.000 ₫,76 Đã bán,Nước ngoài,"60% Off
Mua 2 giảm 3 đ",(6),https://www.lazada.vn/products/menspe-vi-cam-tay-nam-vi-vi-suc-chua-lon-da-chuc-nang-vi-dai-pu-vi-do-chua-the-tin-dung-da-vi-tri-the-vi-dung-xu-vi-doanh-nhan-tui-da-dung-tien-xu-pu-i2142476175.html
1859,Ví nam da cao cấp mềm đẹp có ngăn kéo nhiều ngăn thời trang hàn quốc VN03,65.000 ₫,6 Đã bán,Hồ Chí Minh,50% Off,(3),https://www.lazada.vn/products/vi-nam-da-cao-cap-mem-dep-co-ngan-keo-nhieu-ngan-thoi-trang-han-quoc-vn03-i2044887910.html
1860,(Khắc Tên Miễn Phí) Ví Nam Dáng Đứng HOW Chất Liệu Da Cao Cấp Nhập Khẩu Thiết Kế Ngăn Chéo Phối Tone Màu Nam Tính HD15,268.000 ₫,68 Đã bán,Hồ Chí Minh,27% Off,(2),https://www.lazada.vn/products/khac-ten-mien-phi-vi-nam-dang-dung-how-chat-lieu-da-cao-cap-nhap-khau-thiet-ke-ngan-cheo-phoi-tone-mau-nam-tinh-hd15-i2171868774.html
1861,Ví bóp nam da bò THẬT 100% ví tiền Có khóa kéo trong để vừa GPLX CMND lớn bản cũ ( VIDA A35V),129.000 ₫,99 Đã bán,Hồ Chí Minh,49% Off,(6),https://www.lazada.vn/products/vi-bop-nam-da-bo-that-100-vi-tien-co-khoa-keo-trong-de-vua-gplx-cmnd-lon-ban-cu-vida-a35v-i210771364.html
1862,Ví Da Nam Bull Captain Da Bò Lớp Đầu Tiên Đa Chức Năng Vị Trí Đa Thẻ Thời Trang Giản Dị Ví Có Khóa Kéo RFID,277.754 ₫,28 Đã bán,Hồ Chí Minh,"59% Off
Áp dụng voucher",(4),https://www.lazada.vn/products/vi-da-nam-bull-captain-da-bo-lop-dau-tien-da-chuc-nang-vi-tri-da-the-thoi-trang-gian-di-vi-co-khoa-keo-rfid-i605154244.html
1863,"Ví nam da bò thật cao cấp LIDAN, bóp dáng ngang có hộp vintage kèm thiệp đẹp làm quà tặng LD23",325.941 ₫,74 Đã bán,Hồ Chí Minh,31% Off,(10),https://www.lazada.vn/products/vi-nam-da-bo-that-cao-cap-lidan-bop-dang-ngang-co-hop-vintage-kem-thiep-dep-lam-qua-tang-ld23-i1992221155.html
1864,Nhà Máy Cung Cấp Trực Tiếp 2023 Mẫu Mới 2022 Ví Ngắn Nam Mẫu Mới Bao Da Đựng Thẻ Giấy Phép Lái Xe Nữ Nhỏ Gọn Ví Đựng Thẻ Răng Chó Ví Ví Tiền Siêu Mỏng,569.250 ₫,47 Đã bán,Nước ngoài,,(7),https://www.lazada.vn/products/nha-may-cung-cap-truc-tiep-2023-mau-moi-2022-vi-ngan-nam-mau-moi-bao-da-dung-the-giay-phep-lai-xe-nu-nho-gon-vi-dung-the-rang-cho-vi-vi-tien-sieu-mong-i2357970329.html
1865,[FREESHIPMAX] Card Holder Ví đựng thẻ nam nữ da bò thật cao cấp nhỏ gọn bóp da gập đôi Nút Bấm nhiều ngăn thời trang Songhan Leather Songhan Leather,149.000 ₫,22 Đã bán,Hồ Chí Minh,42% Off,(5),https://www.lazada.vn/products/freeshipmax-card-holder-vi-dung-the-nam-nu-da-bo-that-cao-cap-nho-gon-bop-da-gap-doi-nut-bam-nhieu-ngan-thoi-trang-songhan-leather-songhan-leather-i1942883579.html
1866,Ví nam da bò AT Leather 063 - Da bò thuộc Highlight,279.000 ₫,70 Đã bán,Hồ Chí Minh,14% Off,(7),https://www.lazada.vn/products/vi-nam-da-bo-at-leather-063-da-bo-thuoc-highlight-i249035519.html
1867,Bóp ví đứng da bò sáp Ruby Luxury siêu đẹp tặng kèm 6 lưỡi dao cạo râu kép trị giá 60.000 đ,160.000 ₫,25 Đã bán,Hồ Chí Minh,,(5),https://www.lazada.vn/products/bop-vi-dung-da-bo-sap-ruby-luxury-sieu-dep-tang-kem-6-luoi-dao-cao-rau-kep-tri-gia-60000-d-i285302164.html
1868,Ví nam MenBense đựng card,59.000 ₫,13 Đã bán,Hồ Chí Minh,"34% Off
Mua 2 giảm 1.000 đ",(18),https://www.lazada.vn/products/vi-nam-menbense-dung-card-i314966836.html
