,title,price,quantity_sold,location,sale_off,reviews,links
1869,Ví nam da bò Nappa chất Liệu Da Bò Thật Thời Trang Sang Trọng Cao Cấp,280.000 ₫,40 Đã bán,Hồ Chí Minh,,(1),https://www.lazada.vn/products/vi-nam-da-bo-nappa-chat-lieu-da-bo-that-thoi-trang-sang-trong-cao-cap-i2174159260.html
1870,"HOT - Ví nam/bóp nam da bò đựng cmnd cũ, bằng lái xe thương hiệu HEIKA",120.000 ₫,6 Đã bán,Hà Nội,,(2),https://www.lazada.vn/products/hot-vi-nambop-nam-da-bo-dung-cmnd-cu-bang-lai-xe-thuong-hieu-heika-i1142012272.html
1871,[HCM][KÈM VIDEO]Bóp gập|Ví gập da bò sáp nhập khẩu chống thấm nước 2 form đứng và ngang cho khách,189.000 ₫,11 Đã bán,Hồ Chí Minh,37% Off,(1),https://www.lazada.vn/products/hcmkem-videobop-gapvi-gap-da-bo-sap-nhap-khau-chong-tham-nuoc-2-form-dung-va-ngang-cho-khach-i1065374963.html
1872,Kocoo Ví da kẹp tiền mỏng gấp đôi thời trang cho nam có kẹp kim loại ví đựng thẻ tín dụng,56.898 ₫,10 Đã bán,Nước ngoài,44% Off,(5),https://www.lazada.vn/products/kocoo-vi-da-kep-tien-mong-gap-doi-thoi-trang-cho-nam-co-kep-kim-loai-vi-dung-the-tin-dung-i2390752627.html
1873,"ELLEN Fantasia Ví da đa năng dùng đựng giấy phép lái xe, giấy tờ tùy thân với sức chứa lớn đựng được nhiều thẻ cho nam và nữ, chính hãng",92.180 ₫,7 Đã bán,Nước ngoài,16% Off,(17),https://www.lazada.vn/products/ellen-fantasia-vi-da-da-nang-dung-dung-giay-phep-lai-xe-giay-to-tuy-than-voi-suc-chua-lon-dung-duoc-nhieu-the-cho-nam-va-nu-chinh-hang-i1066200965.html
1874,Ví da bò nguyên miếng,250.000 ₫,200 Đã bán,Hà Nội,29% Off,(2),https://www.lazada.vn/products/vi-da-bo-nguyen-mieng-i262874201.html
1875,Ví Da Nam Bóp Tiền Nam Ví Cầm Tay Nam 1909Mini03,130.000 ₫,8 Đã bán,Hồ Chí Minh,,(38),https://www.lazada.vn/products/vi-da-nam-bop-tien-nam-vi-cam-tay-nam-1909mini03-i2051280423.html
1876,Siêu Mỏng Ví Mềm 100% Da Thật Ví Mini Ví Đựng Thẻ Tín Dụng Ví Nam Ví Đựng Thẻ Nhỏ Mỏng,75.000 ₫,20 Đã bán,Nước ngoài,49% Off,(46),https://www.lazada.vn/products/sieu-mong-vi-mem-100-da-that-vi-mini-vi-dung-the-tin-dung-vi-nam-vi-dung-the-nho-mong-i2198147262.html
1877,Ví Nam Da Bò Nhập Khẩu Cao Cấp SIGOURNEY Màu Nâu Đậm VI-01N Dáng Ngang Bảo Hành 18 Tháng,150.000 ₫,37 Đã bán,Đà Nẵng,57% Off,(352),https://www.lazada.vn/products/vi-nam-da-bo-nhap-khau-cao-cap-sigourney-mau-nau-dam-vi-01n-dang-ngang-bao-hanh-18-thang-i2185783605.html
1878,"Ví làm từ 100% da bò, Dòng Bóp Nam cao cấp chakovet V.379 tặng FREE hộp đựng , kiểu dáng sang trọng , tỉ mỉ trong từng góc cạnh 2 màu Đen Nâu dễ phối với nhiều kiểu thời trang",169.000 ₫,58 Đã bán,Hà Nội,46% Off,(32),https://www.lazada.vn/products/vi-lam-tu-100-da-bo-dong-bop-nam-cao-cap-chakovet-v379-tang-free-hop-dung-kieu-dang-sang-trong-ti-mi-trong-tung-goc-canh-2-mau-den-nau-de-phoi-voi-nhieu-kieu-thoi-trang-i1283383886.html
1879,FANCODI Ví Đựng Thẻ 22 Bằng Da PU Cho Nam Kẹp Thẻ Tín Dụng Chặn RFID Ví Đựng Danh Thiếp Sức Chứa Lớn Cho Nam Ví Đựng Tiền Lẻ Cho Nữ Ví Đựng Thẻ Mini Có Khóa Kéo Vỏ Bọc Thẻ Atm MC906,59.000 ₫,5 Đã bán,Nước ngoài,70% Off,(3),https://www.lazada.vn/products/fancodi-vi-dung-the-22-bang-da-pu-cho-nam-kep-the-tin-dung-chan-rfid-vi-dung-danh-thiep-suc-chua-lon-cho-nam-vi-dung-tien-le-cho-nu-vi-dung-the-mini-co-khoa-keo-vo-boc-the-atm-mc906-i1937440543.html
1880,"Ví da nam cao cấp Perino Cannes ngang/đứng, có ngăn khóa kéo, phối sọc thời trang, chất liệu da bò taiga thật.",350.000 ₫,14 Đã bán,Hồ Chí Minh,40% Off,(94),https://www.lazada.vn/products/vi-da-nam-cao-cap-perino-cannes-ngangdung-co-ngan-khoa-keo-phoi-soc-thoi-trang-chat-lieu-da-bo-taiga-that-i2244916701.html
1881,Ví Đựng Giấy Tờ Tùy Thân Cho Nam Ví Đựng Thẻ Nhỏ Mini Bằng Da Bò Cho Nữ,35.000 ₫,13 Đã bán,Nước ngoài,34% Off,(13),https://www.lazada.vn/products/vi-dung-giay-to-tuy-than-cho-nam-vi-dung-the-nho-mini-bang-da-bo-cho-nu-i2149328377.html
1882,Ví Đựng Thẻ Tín Dụng Bằng Da Ngựa Điên Cổ Điển Chất Lượng Cao Ví Đựng Thẻ VIP ID Mỏng Bằng Da Bò Thật Cho Nam Ví Đựng Tiền Lẻ Nhỏ,155.000 ₫,86 Đã bán,Nước ngoài,32% Off,(28),https://www.lazada.vn/products/vi-dung-the-tin-dung-bang-da-ngua-dien-co-dien-chat-luong-cao-vi-dung-the-vip-id-mong-bang-da-bo-that-cho-nam-vi-dung-tien-le-nho-i1912042088.html
1883,"Bóp nam da bò thật Chakovet, V.222 Kiểu ví nam nhiều ngăn đựng tiền và thẻ, giấy tờ xe, Ví nam da thật dáng ngang có khóa kéo tiện dụng, Bóp da nam phong cách thời trang nam cá tính bền đẹp sang trọng bóp màu đen",119.000 ₫,37 Đã bán,Hà Nội,49% Off,(78),https://www.lazada.vn/products/bop-nam-da-bo-that-chakovet-v222-kieu-vi-nam-nhieu-ngan-dung-tien-va-the-giay-to-xe-vi-nam-da-that-dang-ngang-co-khoa-keo-tien-dung-bop-da-nam-phong-cach-thoi-trang-nam-ca-tinh-ben-dep-sang-trong-bop-mau-den-i690088790.html
1884,"Ví Cầm Tay Nam CT01 Da Bò Tự Nhiên Cao Cấp, Ví Dài Kiểu dáng Sang Trọng nhiều ngăn, Clutch hộp Bảo Hành 01 năm",399.000 ₫,45 Đã bán,Hà Nội,52% Off,(11),https://www.lazada.vn/products/vi-cam-tay-nam-ct01-da-bo-tu-nhien-cao-cap-vi-dai-kieu-dang-sang-trong-nhieu-ngan-clutch-hop-bao-hanh-01-nam-i1974042637.html
1885,CUIKCA Ví RFID Phi Giới Tính Mới 2022 Ví Kẹp Tiền Ví Da Mỏng Kẹp Kim Loại Cho Nam Nữ Ví Đựng Thẻ Tín Dụng ID Doanh Nhân Ví Du Lịch,66.600 ₫,10 Đã bán,Nước ngoài,47% Off,(1),https://www.lazada.vn/products/cuikca-vi-rfid-phi-gioi-tinh-moi-2022-vi-kep-tien-vi-da-mong-kep-kim-loai-cho-nam-nu-vi-dung-the-tin-dung-id-doanh-nhan-vi-du-lich-i1913018284.html
1886,Ví Đựng Danh Thiếp Bằng Da Bò Rfid Mới Ví Nhỏ Đựng Thẻ Tín Dụng Cửa Sổ Hình Ảnh Trong Suốt Cho Nam Và Nữ Thẻ Tên Mỏng Cho Nam Đựng Thẻ,162.000 ₫,72 Đã bán,Nước ngoài,30% Off,(4),https://www.lazada.vn/products/vi-dung-danh-thiep-bang-da-bo-rfid-moi-vi-nho-dung-the-tin-dung-cua-so-hinh-anh-trong-suot-cho-nam-va-nu-the-ten-mong-cho-nam-dung-the-i1431910488.html
1887,Ví Ngang Nam Richie Da Bò Saffiano Cao Cấp,240.000 ₫,12 Đã bán,Hồ Chí Minh,31% Off,(2),https://www.lazada.vn/products/vi-ngang-nam-richie-da-bo-saffiano-cao-cap-i2013062252.html
1888,"Ví nam da bò NAPPA, ví cầm tay nam Babu Handmade, bóp cầm tay nam xanh WL172",145.000 ₫,40 Đã bán,Hà Nội,64% Off,(1),https://www.lazada.vn/products/vi-nam-da-bo-nappa-vi-cam-tay-nam-babu-handmade-bop-cam-tay-nam-xanh-wl172-i2028883359.html
1889,[DA BÒ PULLUP] Ví da thời trang ngang nhiều ngăn đựng tiềnthẻ tiện dụng giấy tờ cá nhân VN69-Bảo hành 12 tháng,149.000 ₫,16 Đã bán,Hà Nội,50% Off,(1),https://www.lazada.vn/products/da-bo-pullup-vi-da-thoi-trang-ngang-nhieu-ngan-dung-tienthe-tien-dung-giay-to-ca-nhan-vn69-bao-hanh-12-thang-i1248895981.html
1890,[ 3 NGÀY GIẢM SỐC - GIÁ HỦY DIỆT ] Ví nam BOSS da Bò nappa Ép nhiệt 100% kiểu dáng Đứng Sang Trọng - Đẳng Cấp . Bóp nam giá Xưởng có 3 ngăn lớn ( 1 ngăn kéo khóa ) và nhiều ngăn nhỏ,159.000 ₫,7 Đã bán,Quảng Ninh,47% Off,(134),https://www.lazada.vn/products/3-ngay-giam-soc-gia-huy-diet-vi-nam-boss-da-bo-nappa-ep-nhiet-100-kieu-dang-dung-sang-trong-dang-cap-bop-nam-gia-xuong-co-3-ngan-lon-1-ngan-keo-khoa-va-nhieu-ngan-nho-i1240733431.html
1891,"Ví nam da bò nappa V101 cao cấp, bóp nam da bò thật nhiều ngăn chứa tiền chứa thẻ, dáng ngang và đứng có khóa kéo,2 màu đen và nâu,Fullbox hộp sang trọng làm quà tặng,thương hiệu Bụi leather chuyên đồ da th",239.000 ₫,19 Đã bán,Hà Nội,30% Off,(1),https://www.lazada.vn/products/vi-nam-da-bo-nappa-v101-cao-cap-bop-nam-da-bo-that-nhieu-ngan-chua-tien-chua-the-dang-ngang-va-dung-co-khoa-keo2-mau-den-va-naufullbox-hop-sang-trong-lam-qua-tangthuong-hieu-bui-leather-chuyen-do-da-th-i1108800647.html
1892,BULLCAPTAIN Ví Nam Bằng Da Bộ Hộp Quà Tặng Ruy Băng Phiên Bản Cao Cấp Ví Đựng Thẻ Tín Dụng Chống Trộm RFID Nhiều Ngăn Có Khóa Kéo Gấp Ba Đa Năng,328.871 ₫,26 Đã bán,Nước ngoài,"57% Off
Áp dụng voucher",(5),https://www.lazada.vn/products/bullcaptain-vi-nam-bang-da-bo-hop-qua-tang-ruy-bang-phien-ban-cao-cap-vi-dung-the-tin-dung-chong-trom-rfid-nhieu-ngan-co-khoa-keo-gap-ba-da-nang-i1648077162.html
1893,Ví Đựng Tiền Xu Mini Bằng Da Thật Ví Nam Ví Đựng Thẻ Thường Ngày Cho Nam Nhỏ Cổ Điển Mỏng Ví Nhỏ Túi NUPUGOO,130.753 ₫,9 Đã bán,Nước ngoài,47% Off,(1),https://www.lazada.vn/products/vi-dung-tien-xu-mini-bang-da-that-vi-nam-vi-dung-the-thuong-ngay-cho-nam-nho-co-dien-mong-vi-nho-tui-nupugoo-i1336325641.html
1894,Ví Nam Mỏng Ví Nhỏ Thường Ngày Bằng Da Thật Ví Đựng Danh Thiếp Tín Dụng Túi Đựng Tiền Mini Gấp Đôi Ví Đựng Tiền Xu NUPUGOO,224.905 ₫,7 Đã bán,Nước ngoài,51% Off,(5),https://www.lazada.vn/products/vi-nam-mong-vi-nho-thuong-ngay-bang-da-that-vi-dung-danh-thiep-tin-dung-tui-dung-tien-mini-gap-doi-vi-dung-tien-xu-nupugoo-i1323982728.html
1895,"Ví Nam Cầm Tay Da Bò Thật Cao Cấp VICENZO Lớp Ngoài Ép Mịn, Bóp Da Dài Cầm Tay BH 1 Năm Lỗi 1 Đổi 1 VNDT07",285.000 ₫,35 Đã bán,Hà Nội,19% Off,(1),https://www.lazada.vn/products/vi-nam-cam-tay-da-bo-that-cao-cap-vicenzo-lop-ngoai-ep-min-bop-da-dai-cam-tay-bh-1-nam-loi-1-doi-1-vndt07-i2339405912.html
1896,Ví nam da voi cao cấp - da xịn êm mềm càng dùng da càng mềm rất thích tay - bảo hành 12 tháng hàng chính hãng HK.STORE,420.000 ₫,239 Đã bán,Hà Nội,51% Off,(9),https://www.lazada.vn/products/vi-nam-da-voi-cao-cap-da-xin-em-mem-cang-dung-da-cang-mem-rat-thich-tay-bao-hanh-12-thang-hang-chinh-hang-hkstore-i1822156952.html
1897,Bóp Ví Da Cá Xấu 100% Da Thật Ví Nam Da Cá Sấu 2 Mặt. [VÂY ĐUÔI CÁ SẤU LỚN RẤT ĐẸP]. Sản Phẩm Cao Cấp Bảo Hành Lỗi 1 Đổi 1,220.000 ₫,19 Đã bán,Hồ Chí Minh,52% Off,(116),https://www.lazada.vn/products/bop-vi-da-ca-xau-100-da-that-vi-nam-da-ca-sau-2-mat-vay-duoi-ca-sau-lon-rat-dep-san-pham-cao-cap-bao-hanh-loi-1-doi-1-i1342459497.html
1898,"Ví Nam Da Bò Pullup 3 Màu Xanh Navy, Xanh Rêu, Nâu BH 24TH TD622323",238.000 ₫,132 Đã bán,Hồ Chí Minh,26% Off,(3),https://www.lazada.vn/products/vi-nam-da-bo-pullup-3-mau-xanh-navy-xanh-reu-nau-bh-24th-td622323-i2185477268.html
1899,Ví DOLANTO BRAND® Cosmos Saffiano Wallet,220.000 ₫,53 Đã bán,Hồ Chí Minh,26% Off,(1),https://www.lazada.vn/products/vi-dolanto-brand-cosmos-saffiano-wallet-i967776930.html
1900,"Ví da nam , ví nam cao cấp full hộp WilliamPOLO chất liệu Da Bò nguyên tấm - ART73",510.000 ₫,34 Đã bán,Hà Nội,50% Off,(19),https://www.lazada.vn/products/vi-da-nam-vi-nam-cao-cap-full-hop-williampolo-chat-lieu-da-bo-nguyen-tam-art73-i2447730958.html
1901,"Ví Bóp Da PU Trơn Giá rẻ , May Viền Đựng Tiền , Giấy Tờ, Kiểu Dáng Đơn Giản , Màu Sắc Hiện Đại DV112",29.631 ₫,19 Đã bán,Hồ Chí Minh,46% Off,(3),https://www.lazada.vn/products/vi-bop-da-pu-tron-gia-re-may-vien-dung-tien-giay-to-kieu-dang-don-gian-mau-sac-hien-dai-dv112-i2399251054.html
1902,Ví cặp mini da bò thật hàng thủ công,185.000 ₫,119 Đã bán,Hồ Chí Minh,35% Off,(1),https://www.lazada.vn/products/vi-cap-mini-da-bo-that-hang-thu-cong-i2211925995.html
1903,"Bóp nam da bò thật Chakovet V.3GA, Kiểu bóp da nam 3 gấp nhỏ gọn có khuy bấm, Ví nam da thật nhiều ngăn đựng tiền thẻ giấy tờ xe bền đẹp sang trọng thời trang",129.000 ₫,50 Đã bán,Hà Nội,48% Off,(1),https://www.lazada.vn/products/bop-nam-da-bo-that-chakovet-v3ga-kieu-bop-da-nam-3-gap-nho-gon-co-khuy-bam-vi-nam-da-that-nhieu-ngan-dung-tien-the-giay-to-xe-ben-dep-sang-trong-thoi-trang-i918418979.html
1904,Ví Nam Baellerry Mặt Mới Push Điên Cổ Điển Da Ngựa Credit Hộp Đựng Thẻ Túi Nhôm Chống RFID Mini Ví Kim Loại Sang Trọng Cho Thẻ Cho Nam Và Nữ Ngăn Đựng,91.000 ₫,64 Đã bán,Nước ngoài,44% Off,(1),https://www.lazada.vn/products/vi-nam-baellerry-mat-moi-push-dien-co-dien-da-ngua-credit-hop-dung-the-tui-nhom-chong-rfid-mini-vi-kim-loai-sang-trong-cho-the-cho-nam-va-nu-ngan-dung-i2225124225.html
1905,Bóp da bò pullup tặng kèm 6 lưỡi dao cạo râu kép trị giá 60.000,160.000 ₫,112 Đã bán,Hồ Chí Minh,,(11),https://www.lazada.vn/products/bop-da-bo-pullup-tang-kem-6-luoi-dao-cao-rau-kep-tri-gia-60000-i828680566.html
1906,Ví DOLANTO BRAND® Basic Saffiano Wallet,220.000 ₫,342 Đã bán,Hồ Chí Minh,33% Off,(1),https://www.lazada.vn/products/vi-dolanto-brand-basic-saffiano-wallet-i967876585.html
1907,"Ví da bò sáp gập kiểu dáng thời trang cao cấp , có nút bấm chắc chắn màu nâu đậm",220.000 ₫,101 Đã bán,Bình Dương,31% Off,(4),https://www.lazada.vn/products/vi-da-bo-sap-gap-kieu-dang-thoi-trang-cao-cap-co-nut-bam-chac-chan-mau-nau-dam-i2408840124.html
1908,"VÍ NAM DA BÒ CAO CẤP V.366A ,bảo hành 12 tháng , kiểu ví đứng hiện đại , ưa chuộng, nhiều ngăn , ngăn đựng rộng rãi chứa tiền , giấy tờ, thẻ , màu sắc ví đa dạng ,lựa chọn thoải mái",169.000 ₫,292 Đã bán,Hà Nội,46% Off,(3),https://www.lazada.vn/products/vi-nam-da-bo-cao-cap-v366a-bao-hanh-12-thang-kieu-vi-dung-hien-dai-ua-chuong-nhieu-ngan-ngan-dung-rong-rai-chua-tien-giay-to-the-mau-sac-vi-da-dang-lua-chon-thoai-mai-i1279679433.html
1909,Hoàng gia Bagger RFID ngắn ví cho nam ngựa điên cổ điển da Ví đựng xu da bò thật Ví gấp hai đồ đựng thẻ 1406,248.400 ₫,5 Đã bán,Nước ngoài,38% Off,(1),https://www.lazada.vn/products/hoang-gia-bagger-rfid-ngan-vi-cho-nam-ngua-dien-co-dien-da-vi-dung-xu-da-bo-that-vi-gap-hai-do-dung-the-1406-i2306438877.html
1910,LEGILIMENS Ví Sọc Bện Ví Nam Ví Đựng Thẻ Đa Năng Dung Tích Lớn Túi Da Thời Trang Ví Mỏng Trẻ Trung,90.000 ₫,10 Đã bán,Nước ngoài,40% Off,(1),https://www.lazada.vn/products/legilimens-vi-soc-ben-vi-nam-vi-dung-the-da-nang-dung-tich-lon-tui-da-thoi-trang-vi-mong-tre-trung-i1646804716.html
1911,Ví đựng thẻ 2 ngăn G421 bằng da bò thật,54.474 ₫,18 Đã bán,Hà Nội,45% Off,(1),https://www.lazada.vn/products/vi-dung-the-2-ngan-g421-bang-da-bo-that-i223539488.html
1912,Ví đựng tiền nam TEE SIK ví cầm tay da BÒ thật đựng giấy tờ cá nhân nhỏ gọn có khóa kéo dày dặn nhiều ngăn V06,175.000 ₫,31 Đã bán,Hồ Chí Minh,30% Off,(61),https://www.lazada.vn/products/vi-dung-tien-nam-tee-sik-vi-cam-tay-da-bo-that-dung-giay-to-ca-nhan-nho-gon-co-khoa-keo-day-dan-nhieu-ngan-v06-i2186191002.html
1913,Bóp ví nam da bò thật cao cấp cầm tay nhiều ngăn dáng đứng Shakavn SVB301(đen),280.000 ₫,5k+ Đã bán,Bình Thuận,,(12),https://www.lazada.vn/products/bop-vi-nam-da-bo-that-cao-cap-cam-tay-nhieu-ngan-dang-dung-shakavn-svb301den-i1569424636.html
1914,Hiram da thật Ví cầm tay túi nam cao dây kéo chất lượng ly hợp ví đựng thẻ Túi đựng tiền ví túi điện thoại,482.000 ₫,7 Đã bán,Nước ngoài,28% Off,(2),https://www.lazada.vn/products/hiram-da-that-vi-cam-tay-tui-nam-cao-day-keo-chat-luong-ly-hop-vi-dung-the-tui-dung-tien-vi-tui-dien-thoai-i2477665412.html
1915,Ví Da Gập Đôi Dáng Đứng Leonardo Federick Unisex chất Liệu Nhập Khẩu Có Độ Bền Cao,420.000 ₫,11 Đã bán,Hồ Chí Minh,,(12),https://www.lazada.vn/products/vi-da-gap-doi-dang-dung-leonardo-federick-unisex-chat-lieu-nhap-khau-co-do-ben-cao-i2233823151.html
1916,Ví Sen 7 Da Bò Thật Bóp Nam Cao Cấp Đựng Tiền Ví Kẹp Tiền Nhiều Ngăn Đẹp Đựng Thẻ Có Nam Châm Hút VS07,159.000 ₫,8 Đã bán,Hà Nội,36% Off,(7),https://www.lazada.vn/products/vi-sen-7-da-bo-that-bop-nam-cao-cap-dung-tien-vi-kep-tien-nhieu-ngan-dep-dung-the-co-nam-cham-hut-vs07-i2545303651.html
1917,Ví nam cao cấp CaecnKoen- Ví ngắn -Full hộp đựng cao cấp _Trangg_shop ưu đãi FREESHIP/Hoàn tiền,433.780 ₫,10 Đã bán,Hà Nội,67% Off,(1),https://www.lazada.vn/products/vi-nam-cao-cap-caecnkoen-vi-ngan-full-hop-dung-cao-cap-_trangg_shop-uu-dai-freeshiphoan-tien-i2126730125.html
1918,Ví Nam Minh Tâm Da Bò Vân Cá Sấu Ngăn Khóa Rộng Rãi MT2205,179.000 ₫,32 Đã bán,Hồ Chí Minh,40% Off,(2),https://www.lazada.vn/products/vi-nam-minh-tam-da-bo-van-ca-sau-ngan-khoa-rong-rai-mt2205-i461550.html
1919,LEGILIMENS Ví Dài Nam Da Bò Lớp Đầu Tiên Ví Da Sáp Dầu Ví Đa Năng Thanh Lịch Và Xa Hoa Cổ Điển Ví Dài Sức Chứa Lớn Nhiều Thẻ,259.000 ₫,10 Đã bán,Nước ngoài,41% Off,(1),https://www.lazada.vn/products/legilimens-vi-dai-nam-da-bo-lop-dau-tien-vi-da-sap-dau-vi-da-nang-thanh-lich-va-xa-hoa-co-dien-vi-dai-suc-chua-lon-nhieu-the-i2002481572.html
1920,Ví Bóp Da Cá Sấu Da Thật 100%.Bóp Nam Sang Trọng Bền Đẹp Bảo Hành 1 đổi 1 trên toàn quốc,156.000 ₫,87 Đã bán,Hồ Chí Minh,86% Off,(7),https://www.lazada.vn/products/vi-bop-da-ca-sau-da-that-100bop-nam-sang-trong-ben-dep-bao-hanh-1-doi-1-tren-toan-quoc-i869122069.html
1921,"Bóp ví nam da bò thật 4U cao cấp dáng ngang, có nhiều ngăn đựng tiền và thẻ tiện dụng FA196 (đen-nâu)",159.000 ₫,35 Đã bán,Hồ Chí Minh,34% Off,(3),https://www.lazada.vn/products/bop-vi-nam-da-bo-that-4u-cao-cap-dang-ngang-co-nhieu-ngan-dung-tien-va-the-tien-dung-fa196-den-nau-i248221641.html
1922,Ví Da Nappa GARRICK Kiểu Dáng Mini Trang Trọng Lịch Sự GADINO - G05,89.000 ₫,129 Đã bán,Hồ Chí Minh,44% Off,(1),https://www.lazada.vn/products/vi-da-nappa-garrick-kieu-dang-mini-trang-trong-lich-su-gadino-g05-i2239036599.html
1923,"Bóp ví nam Tailian, ví da nam cao cấp có ngăn khóa kéo, bóp nam da bò thật, có nhiều ngăn đựng thẻ, full hộp",189.000 ₫,58 Đã bán,Hồ Chí Minh,48% Off,(37),https://www.lazada.vn/products/bop-vi-nam-tailian-vi-da-nam-cao-cap-co-ngan-khoa-keo-bop-nam-da-bo-that-co-nhieu-ngan-dung-the-full-hop-i1759563522.html
1924,Ví Da Deabolar In Hươu Dập Nổi Thủ Công Siêu Đẹp Siêu Bền T47,137.149 ₫,7 Đã bán,Hà Nội,54% Off,(4),https://www.lazada.vn/products/vi-da-deabolar-in-huou-dap-noi-thu-cong-sieu-dep-sieu-ben-t47-i2445328593.html
1925,Ví Nhỏ Đựng Thẻ WEMODA chất liệu da bò nhập khẩu bảo hành 24 tháng,89.000 ₫,365 Đã bán,Hà Nội,56% Off,(104),https://www.lazada.vn/products/vi-nho-dung-the-wemoda-chat-lieu-da-bo-nhap-khau-bao-hanh-24-thang-i2108830150.html
1926,Ví nam vuông cầm tay mắt cú thời trang cao cấp Shalla,62.938 ₫,20 Đã bán,Hồ Chí Minh,52% Off,(12),https://www.lazada.vn/products/vi-nam-vuong-cam-tay-mat-cu-thoi-trang-cao-cap-shalla-i769960205.html
1927,QuXis 2023 Mới RFID Da Thật Gấp Đôi Mỏng Ví Cho Nam Ví Đựng Tiền Ví Đựng Thẻ Mỏng Túi Trước Thẻ Tín Dụng ID Ví Đựng Tối Giản,139.500 ₫,70 Đã bán,Nước ngoài,50% Off,(74),https://www.lazada.vn/products/quxis-2023-moi-rfid-da-that-gap-doi-mong-vi-cho-nam-vi-dung-tien-vi-dung-the-mong-tui-truoc-the-tin-dung-id-vi-dung-toi-gian-i2203827215.html
1928,Ví nam bóp nam da bò dập siêu đẹp ví da nam ví ngang thiết kế nhiều ngăn đựng tiền đựng thẻ Ezafashion AD05,79.000 ₫,27 Đã bán,Hồ Chí Minh,47% Off,(12),https://www.lazada.vn/products/vi-nam-bop-nam-da-bo-dap-sieu-dep-vi-da-nam-vi-ngang-thiet-ke-nhieu-ngan-dung-tien-dung-the-ezafashion-ad05-i2496741682.html
1929,Ví Da Nam Dáng Ngang/Đứng Nhiều Ngăn Cao Cấp Thời Trang Thương Hiệu CNES,325.000 ₫,151 Đã bán,Hà Nội,35% Off,(13),https://www.lazada.vn/products/vi-da-nam-dang-ngangdung-nhieu-ngan-cao-cap-thoi-trang-thuong-hieu-cnes-i2237721287.html
1930,Ví Vải Ngang ASPEN Nam Nữ Polyester Phôi Da Siêu Bền Đẹp Chống Nước local brand chính hãng Midori For Man,195.000 ₫,46 Đã bán,Hồ Chí Minh,50% Off,(14),https://www.lazada.vn/products/vi-vai-ngang-aspen-nam-nu-polyester-phoi-da-sieu-ben-dep-chong-nuoc-local-brand-chinh-hang-midori-for-man-i2420289221.html
1931,Ví Nam Da Thật Williampolo Ví Cầm Tay Đựng Bằng Lái Xe Nhiều Chỗ Thẻ Mẫu Dài Mẫu Mới 2023 Ví Đựng Thẻ Ví Da,566.040 ₫,11 Đã bán,Hồ Chí Minh,52% Off,(1),https://www.lazada.vn/products/vi-nam-da-that-williampolo-vi-cam-tay-dung-bang-lai-xe-nhieu-cho-the-mau-dai-mau-moi-2023-vi-dung-the-vi-da-i1555398847.html
1932,"Ví nam da bò sáp Mexico V102 cao cấp, bóp nam da bò thật nhiều ngăn chứa tiền chứa thẻ, dáng ngang và đứng có khóa kéo,2 màu đen và nâu,Fullbox hộp sang trọng làm quà tặng,thương hiệu Bụi leather chuyên đồ da thật,bảo hành 12 tháng",239.000 ₫,7 Đã bán,Hà Nội,30% Off,(8),https://www.lazada.vn/products/vi-nam-da-bo-sap-mexico-v102-cao-cap-bop-nam-da-bo-that-nhieu-ngan-chua-tien-chua-the-dang-ngang-va-dung-co-khoa-keo2-mau-den-va-naufullbox-hop-sang-trong-lam-qua-tangthuong-hieu-bui-leather-chuyen-do-da-thatbao-hanh-12-thang-i1109358905.html
1933,Ví nam cầm tay da thật ELLY HOMME – EVM3,799.000 ₫,44 Đã bán,Hà Nội,11% Off,(27),https://www.lazada.vn/products/vi-nam-cam-tay-da-that-elly-homme-evm3-i327006170.html
1934,Ví nam Leonardo dáng ngang/ đứng Henry chất da Switf trơn mềm,449.000 ₫,5 Đã bán,Hồ Chí Minh,14% Off,(24),https://www.lazada.vn/products/vi-nam-leonardo-dang-ngang-dung-henry-chat-da-switf-tron-mem-i1646979399.html
1935,(Có Hộp Xịn) Ví Nam Xịn Cao Cấp Họa Tiết Đơn Giản Ví Nam bán chạy 2023 - Vina011 - Sỉ Túi Đẹp SG,100.646 ₫,6 Đã bán,Hồ Chí Minh,60% Off,(58),https://www.lazada.vn/products/co-hop-xin-vi-nam-xin-cao-cap-hoa-tiet-don-gian-vi-nam-ban-chay-2023-vina011-si-tui-dep-sg-i2271983839.html
