,name_comment,content_comment,skuInfo_comment,like_count
126,Hàng V.Chứng nhận đã mua hàng,Dạ lucaster cảm ơn bạn đã tin tưởng và ủng hộ sản phẩm của lucaster ạ ❤️,"VÍ NAM CAO CẤP:VÍ NAM, MÀU SẮC:DÁNG ĐỨNG NÂU",0
127,L***nChứng nhận đã mua hàng,ví đẹp chất lượng tốt shop gói hàng cẩn thận rất ok nên mua,"VÍ NAM CAO CẤP:VÍ NAM, MÀU SẮC:DÁNG NGANG ĐEN",0
128,Đ***.Chứng nhận đã mua hàng,dạ lucaster cảm ơn bạn đã tin tưởng và ủng hộ sản phẩm của lucaster ạ,"VÍ NAM CAO CẤP:VÍ NAM, MÀU SẮC:DÁNG ĐỨNG ĐEN",0
129,Vũ -.Chứng nhận đã mua hàng,shop gói hg chắc chaewn ví đẹp y hình còn chất lượng xài thời gian mới bít cơ mà nhân hg nhìn hình thức thjif minh rất ưng tặng shop 5 sao nhe,"VÍ NAM CAO CẤP:VÍ NAM, MÀU SẮC:DÁNG NGANG NÂU",0
130,T***DChứng nhận đã mua hàng,Dạ lucaster cảm ơn bạn đã tin tưởng và ủng hộ sản phẩm của lucaster ạ ❤️,"VÍ NAM CAO CẤP:VÍ NAM, MÀU SẮC:DÁNG ĐỨNG ĐEN",0
131,MR L.Chứng nhận đã mua hàng,"Da bò rất mềm và cầm suớng tay. 
Mẫu mã y như hình nên rất vui vì mua hàng online cũng hơi lo lắng. 
Tiêu chí của mình là một chiếc ví mỏng để cất vào túi quần túi áo nhỏ gọn vừa xinh. Chứ bình thường cũng không xài đến ví nhưng thấy cái này rất tiện. 
Giao hàng thì siêu nhanh
Tặng shop 5 sao",Nhóm màu:Màu nâu,0
132,0***1Chứng nhận đã mua hàng,Dạ lucaster cảm ơn bạn đã tin tưởng và ủng hộ sản phẩm của lucaster ạ ❤️,Nhóm Màu:Màu nâu,0
133,0***9Chứng nhận đã mua hàng,"Đã nhận được sản phẩm, đúng là tiền nào của nấy nên không khen chê gì nhiều, giáo sai hình nữa chán",Nhóm Màu:Màu nâu,7
134,0***9Chứng nhận đã mua hàng,ví đẹp hình giống như trong quảng cáo cảm ơn shop,Nhóm Màu:Màu nâu,2
135,*******926Chứng nhận đã mua hàng,săn được giá 70k thì sản phẩm như vầy là quá ok nhé mn,Nhóm màu:Màu nâu,12
136,9***7Chứng nhận đã mua hàng,"Hàng giao đúng lúc, mẫu như đúng trong hình, cảm ơn shop nhé.",Nhóm màu:Nâu,1
137,Kiet L.Chứng nhận đã mua hàng,"shop tư vẫn nhiệt tình lắm luôn ák, mua đc 1time rồi dùng khá xịn, và shop gọi điện hỏi thăm về chất lượng sp thường xuyên",Nhóm màu:Nâu,1
138,ChânChứng nhận đã mua hàng,sản phẩm tốt ổn. giá phải chăng ảnh video mang tín chất minh họa,Nhóm màu:Nâu,0
139,0***6Chứng nhận đã mua hàng,"Sản phẩm đẹp , đóng gói cẩn thận , giao hàng nhanh",Nhóm màu:Nâu,0
140,C***.Chứng nhận đã mua hàng,"Màu sắc:ok
 Kiểu dáng:ok
 Chất liệu:okĐộ lưu hương：4h
Mùi hương：dễ chịu
Đáng tiền：đáng tiền
mượn tạm tấm hình nhận xu",Nhóm màu:Vàng,0
141,Duy L.Chứng nhận đã mua hàng,Hàng ngon giá rẻ đáng để muaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Nhóm Màu:vàng bò,0
142,XƯƠNG T.Chứng nhận đã mua hàng,sp rất đẹp mng nhé,Nhóm Màu:vàng bò,0
143,3***5Chứng nhận đã mua hàng,Màu sắc: tốt,Nhóm Màu:vàng bò,0
144,0***5Chứng nhận đã mua hàng,Chọn kaki mà giao màu đen,Nhóm Màu:vàng bò.,0
145,Pham K.Chứng nhận đã mua hàng,"Sản phẩm mẫu đẹp, nhưng thiếu ngăn khoá,",Nhóm Màu:vàng bò.,0
146,****3Chứng nhận đã mua hàng,hàng rất tệ nha ae. k nên mua,Nhóm Màu:Nâu,0
147,Phương T.Chứng nhận đã mua hàng,"Sản phẩm tốt, người bán tốt, Dịch vụ tốt và thoải mái khi sử dụng.",Nhóm Màu:Nâu,0
148,*******864Chứng nhận đã mua hàng,"Ví đẹp, dản phẩm tốt trong tầm giá.",Nhóm Màu:Nâu,1
149,T***.Chứng nhận đã mua hàng,"bóp da bò nên cảm giác khi cầm rất êm tây, có dây cầm rất chắc chắn không bi rớt. bên trong rất nhiều ngăn....",Color:Nâu,0
150,*******281Chứng nhận đã mua hàng,Ví rất đẹp. Trong sang trọng lắm. Lên mua nhé. Để được cả điện thoại luôn đó. Đóng gói rất kĩ ví da lại bền🍀🍀,Nhóm Màu:Nâu,1
151,Nguyễn T.Chứng nhận đã mua hàng,"Đã nhận hàng . Sản phẩm giống mô tả , to hơn dự kiến nhiều . Trung Quốc dịch đang bùng phát nên giao hàng hơi lâu ( 3 tuần ) . Hài lòng .",Nhóm Màu:trắng,1
152,h***.Chứng nhận đã mua hàng,sản phẩm y ảnh tuy nhiên nhìn thì tưởng rộng nhưng đặt về thấy ngăn không được rộng lắm.,Nhóm Màu:Socola trắng,0
153,****6Chứng nhận đã mua hàng,"Đã nhận được hàng, được đóng gói tại walang làm hỏng sản phẩm, làm hỏng salamat PO, Chúa Phù hộ.",Nhóm Màu:coffee,0
154,quanquan9900Chứng nhận đã mua hàng,Sản phẩm tốt cho giá cả.,Color Family:Black,0
155,quanquan9900Chứng nhận đã mua hàng,Sản phẩm đẹp. Giá trị tốt cho tiền. Giao hàng nhanh. Everythings ok.,Nhóm Màu:Đen,0
156,bang N.Chứng nhận đã mua hàng,Ok 👍👌,Nhóm Màu:Cà phê,0
157,0***8Chứng nhận đã mua hàng,"""Cảm ơn người bán!!! Nhận được hàng trong tình trạng tốt và không có dấu hiệu của đèn pin và hư hỏng... Ngoài ra, cảm ơn người lái/người chuyển phát đã xử lý sản phẩm... Cảm ơn Lazada rất nhiều...""👍😊👍",Nhóm Màu:Cà phê,0
158,tô V.Chứng nhận đã mua hàng,"Chất liệu:da bò
 Kiểu dáng:bóp ngang
 Màu sắc:
giao hàng nhanh, bóp da bò ổn nha shop, có tặng miếng đựng thẻ ccid",Nhóm Màu:Nâu,1
159,trungChứng nhận đã mua hàng,"giao hàng không đúng mẫu
nhưng hàng cũng được
honhf ảnh mang tính chất nhận XU
hình ảnh mang tính chất nhận XU",Nhóm Màu:Đen,0
160,*******351Chứng nhận đã mua hàng,"Em mua ở đâu ví này 6k, e giới thiệu chị, chị 100 cái liền nha, chị cảm ơn vì đánh giá của em",Nhóm Màu:Cà phê,0
161,Nguyễn D.Chứng nhận đã mua hàng,"Shop giao hàng đúng như mô tả, hàng OK, nhân viên giao hàng nhiệt tình vui vẻ",Nhóm Màu:Đen,0
162,LaksamanaMad từ Malaysia,"tuyệt vời bzbzbznznznznznnz
nên mua. xnsjsnznznsnnsnsjsjaiak",Nhóm Màu:Cà phê,0
163,Noorsyamsul H. từ Malaysia,đẹp đúng như quảng cáo giá rẻ trất lượng cũng được sẽ ủng hộ tiếp okok okok okok okok okok okok okok okok okok okok okok okok okok okok okok okok okok okok,Nhóm Màu:Xám,0
164,Phi P.Chứng nhận đã mua hàng,"sỉ túi đẹp SG cảm ơn bạn nhiều nha, shop rất vui khi nhận được đánh giá tốt từ bạn, Shop sẽ cố gắn hoàn thiện mõi ngày tốt hơn để bạn yên tâm mua sắm tại Shop ạ.",Nhóm Màu:Nâu,0
165,0***8Chứng nhận đã mua hàng,"Được làm thủ công với sự chú ý đến chi tiết, Được làm thủ công từ da thật, Đường may chất lượng cao, hi vọng chất lượng ổn.",Nhóm Màu:Nâu,1
166,9***0Chứng nhận đã mua hàng,Giao hàng nhanh. Hàng đúng chất da,Nhóm Màu:Đen,0
167,Trần M.Chứng nhận đã mua hàng,"Chất liệu:Da sáp
 Kiểu dáng:Ví sen 3
 Màu sắc:nâu sậm
Đẹp chất liệu sờ tốt. Khá nhỏ, nếu dày quá sẽ ko đóng ví được. Ko dành cho người đựng nhiều thứ. Ko có ngăn ngoài.",Nhóm Màu:Đen,0
168,Vợ T.Chứng nhận đã mua hàng,"Chất liệu:da thật. Ok
 Kiểu dáng:may thủ công nên ưng ý
 Màu sắc:ok",Nhóm Màu:Nâu,0
169,M***.Chứng nhận đã mua hàng,"Stylish and minimalist, Convenient bifold style, High-quality stitching, Perfect for carrying essential cards,",Nhóm Màu:Nâu,0
170,Trungtuyen N.Chứng nhận đã mua hàng,sản phẩm giống như mô tả.đúng hàng đúng chất lượng luôn thanks shop giao hàng nhanh chống. mình rất hài lòng với sản phẩm này của shop thanks shop rất nhiều,Nhóm Màu:Đen,0
171,Le H.Chứng nhận đã mua hàng,,Nhóm Màu:Nâu sọc nâu bò,0
172,Pham V.Chứng nhận đã mua hàng,vi rat dep va da cung ko cho shop 5sau,Nhóm Màu:Đen trơn,0
173,L***.Chứng nhận đã mua hàng,5 sao,Nhóm Màu:Đen /sọc đỏ,0
174,Mai D.Chứng nhận đã mua hàng,tốt,Nhóm Màu:Ví Sọc,0
175,L***.Chứng nhận đã mua hàng,Ví cầm chắc tay lắm nha🥰,Nhóm Màu:Ví Sọc,1
176,Xanh N.Chứng nhận đã mua hàng,cảm ơn quý khách rất nhiều ạ,Nhóm Màu:V22 Đen,0
177,h***.Chứng nhận đã mua hàng,ví đẹp chất mềm êm nên mua sản phẩm có hộp nhìn đẹp lắm :)))))))))))))))))))))))))))))))))))))))))))))))))))))),Nhóm Màu:V22 Đen,0
178,9***6Chứng nhận đã mua hàng,cảm ơn quý khách rất nhiều ạ,Nhóm Màu:V25 Xám,0
179,3***0Chứng nhận đã mua hàng,sịn lắm. 😂😂,Nhóm Màu:V22 Đen,1
180,Linh A.Chứng nhận đã mua hàng,ví đẹp mọi người nên mua nha quá ưng luôn,Nhóm Màu:V25 Đen,1
181,Thuhuong1993 từ lazada.vn,"Cũng ok đó ạ xịn nha màu đẹp ok ok ok rất ok xịn xò con bò cười gau gauBền và được làm tốt., Bền và được làm tốt., Món quà hoàn hảo cho người thân yêu của bạn., Phù hợp cho các dịp trang trọng., Kích thước nhỏ gọn, tiện lợi để trong túi., Kích thước nhỏ gọn, tiện lợi để trong túi., Kích thước nhỏ gọn, tiện lợi để trong túi., Kích thước nhỏ gọn, tiện lợi để trong túi., Kích thước nhỏ gọn, tiện lợi để trong túi., Kích thước nhỏ gọn, tiện lợi để trong túi., Kích thước nhỏ gọn, tiện lợi để trong túi., Kích thước nhỏ gọn, tiện lợi để trong túi., Kích thước nhỏ gọn, tiện lợi để trong túi., Kích thước nhỏ gọn, tiện lợi để trong túi.,",Nhóm Màu:Xanh dương,0
182,Duyen D. từ lazada.vn,"bóp đẹp quá trời :):):):₫:₫:₫:₫:):):):):):):):):):):):):):):):):):):):):₫:):₫:₫:₫:):&,’cnncnaksoicunjhdxyhajwkdijcnabwhxuhxndnbshwkooaocodmnwbduchwndbfhuf chất lượng",Nhóm Màu:Xám,0
183,0***2 từ lazada.vn,"chất liệu tốt - kiểu dáng đẹp thời trang - màu đen quý phái thời trang 
Tôi cho 5 ☆☆☆☆☆",Nhóm Màu:Xám,0
184,9***6 từ lazada.vn,kasknanqkqkMamwkwkwkwkwkwkqkwmsmmwwwkwkwkwkwkskskskwkwwkk,Nhóm Màu:Xám,0
185,Mạnh từ lazada.vn,sản phẩm tốt rất chị là ổn. kiểu dáng nhỏ ngọn .nói chung là phù họp,Nhóm Màu:Xám,0
186,Nguyễn T.Chứng nhận đã mua hàng,ví thì ok nhưng tiền bỏ vô khép lại thì nó hơi cấn síu. chất liệu khỏi phải bàn. nói chung giá này thì ok,Màu:Xanh nhạt,0
187,*******376Chứng nhận đã mua hàng,"Ảnh ko liên quan nhưng ví đẹp đúng mẫu, nên mua nha mọi người",Màu:Nâu đậm,3
188,M***.Chứng nhận đã mua hàng,"Shop rất vui vì sp của shop làm anh chị hài lòng ạ.
Sản phẩm shop có kèm theo thẻ bảo hành. anh chị nhớ kích hoạt thẻ bảo hành theo hướng dẫn nha. 
Có vấn đề gì về sản phẩm anh chị cứ nhắn tin trực tiếp tới shop để được shop tư vấn cụ thể ạ.",Màu:Xanh đậm,0
189,D***.Chứng nhận đã mua hàng,"Chất liệu:  hơi mùi 
 Kiểu dáng:  đẹp
 Màu sắc:  nâu",Màu:Xanh đậm,0
190,C***.Chứng nhận đã mua hàng,đã nhận được san phẩm rồi chưa sử dụng nên hok có đánh giá dc Cảm ơn shop nhiều sẽ ung ho trong thời gian tới nữa,Màu:Nâu nhạt,0
191,Dang N.Chứng nhận đã mua hàng,nhận được hàng rồi . đẹp lắm m.n ạ. da mềm. đóng gói đẹp. khá hài lòng . ảnh để nhận xu,Nhóm Màu:Đen,0
192,0***2Chứng nhận đã mua hàng,Cảm ơn anh chị đã ủng hộ shop ạ. Anh chị hãy kích hoạt zalo để shop có thể hỗ trợ tốt nhất và sớm nhất tới khách hàng khi cần nha ac!,Nhóm Màu:Đen,0
193,trần Đ.Chứng nhận đã mua hàng,ví nhỏ mà không có kéo khóa bên trong ví e muốn đổi cái khác ạ,Nhóm Màu:Đen,0
194,khánh H.Chứng nhận đã mua hàng,hài lòng với cái bóp,Nhóm Màu:Đen,5
195,huynhkhanhduyChứng nhận đã mua hàng,"Cảm ơn quý khách đã tin tưởng sử dụng sản phẩm tại shop,Chúc quý khách có những trải nghiệm tuyệt vời khi sử dụng sản phẩm ạ",Nhóm Màu:Đen,0
196,Phan T.Chứng nhận đã mua hàng,hàng nhìn cũng đc thui. phai dùng mới bít hàng có bền không. gói hàng khá cẩn thận. k biết có bảo hành khoing đây,Nhóm Màu:Đen,1
197,1***6 từ Malaysia,"ví đẹp.shop giao hàng nhanh,shippers thân thiện mọi người mua ủng hộ shop nha 👍.........",Nhóm Màu:Đen,1
198,1***7 từ Malaysia,Đây là cái thứ 2 đã mua . Mua sale nên giá tốt . Ko còn gì để bàn nữa kkkkk ................................,Nhóm Màu:Nâu,3
199,Chàng T.Chứng nhận đã mua hàng,Mua luc sale nên gia qua tốt . Sản phẩm ok nhưng chưa biết thời gian ra sao . Đáng đồng tiền . Sẽ ủng hộ shop lần sau .......,Nhóm Màu:Đen,6
200,Rawiphat H. từ Thailand,"Cảm ơn quý khách đã tin tưởng sử dụng sản phẩm tại shop,Chúc quý khách có những trải nghiệm tuyệt vời khi sử dụng sản phẩm ạ",Nhóm màu:Màu đen,0
201,SangChứng nhận đã mua hàng,"nhận ví o đẹp như trong hình ảnh đăng trên lazada 
 Màu sắc:, kiểu dáng o được đẹp như hình ảnh 4sao thôi    vận chuyển đúng hạn giao hàng nhân viên vận chuyển nhiệt tình 5sao",Nhóm Màu:ví Nâu trơn,0
202,Thanh H.Chứng nhận đã mua hàng,😍😍😍😍😍😍😍 hơn cả mong đợi rất đep lại rẻ nên mua ạ🥰🥰🥰🥰🥰,Nhóm Màu:nâu,0
203,Thanh H.Chứng nhận đã mua hàng,okokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokojikokokokokiokokokokokokikokokokokokokok,Nhóm Màu:Đen,0
204,T***.Chứng nhận đã mua hàng,giống hình rất xứng đáng sản phẩm chất sản phẩm tốt chất lượng sản phẩm tuyệt vời có hộp đựng và thẻ bảo hành,Nhóm Màu:ví Đen trơn,0
205,Kim A.Chứng nhận đã mua hàng,ví đẹp nhé nếu có dịp sẽ mua thêm 1 cái nữa nhé,Nhóm Màu:ví Đen trơn,0
206,TrankhaiChứng nhận đã mua hàng,cảm ơn anh chị đã mua sản phẩm của Em ạ mong rằng sản phẩm của Em sẽ làm anh chị hài lòng ạ chúc Anh chị và gia đình hạnh phúc ạ,Màu Sắc:giao ngẫu nhiên,0
207,Huy H.Chứng nhận đã mua hàng,Sản phẩm tốt,Nhóm Màu:ODV-đất-ngang,0
208,Bùi T.Chứng nhận đã mua hàng,Cảm ơn Lazada và tất cả những người làm việc .. Hàng của tôi rất vui Vì Tôi đã nhận được ..,Màu Sắc:giao ngẫu nhiên,0
209,9***4Chứng nhận đã mua hàng,Nó trông giống như giấy nhăn chứ không phải da,Màu Sắc:giao ngẫu nhiên,0
210,*******967Chứng nhận đã mua hàng,Càng xa càng tốt. Có vẻ bền và được làm tốt. Cho đến nay rất hạnh phúc.,Màu Sắc:giao ngẫu nhiên,0
211,T***.Chứng nhận đã mua hàng,"hàng không bóng bằng quảng cáo ,khéo mình phải trà thêm 1 lượt dầu bóng với đẹp ,cơ bản như quảng cáo .tăng shope 5 sao đi .ví có cái ngăn để tiền quận trọng nhất lại không có phéc ,dính nước thì ướt hết",Nhóm Màu:Cà phê,0
212,Nguyen T.Chứng nhận đã mua hàng,"Chất liệu:simili Kiểu dáng:mini Màu sắc:trắng
Đúng quảng cáo .",Nhóm Màu:Cà phê,0
213,****1Chứng nhận đã mua hàng,Bóp dùng ổn .,Nhóm Màu:Cà phê,0
214,0***2Chứng nhận đã mua hàng,Chất liệu:hàng đẹp tốt,Nhóm Màu:Cà phê,0
215,hoang V.Chứng nhận đã mua hàng,"Design:  good for simplicity.
if you are just looking for a cheap wallet and a useful one while being simple. this is a great option.",Nhóm Màu:Cà phê,0
216,Hoàng Q.Chứng nhận đã mua hàng,toi da dung roi dep va vua lam mau okse ung ho shop nhieu,Nhóm Màu:Xám,0
217,L***.Chứng nhận đã mua hàng,"Sản phẩm tốt đúng quảng cáo, Shop đóng gói cẩn thận giao hàng nhanh tặng Shop năm sao sẽ tiếp tục ủng hộ cho Shop",Nhóm Màu:Cà phê,0
218,L***.Chứng nhận đã mua hàng,"Hàng như mô tả, hài lòng trong tầm giá, giao hàng nhiệt tình..",Nhóm Màu:Cà phê,0
219,nguyễn L.Chứng nhận đã mua hàng,"ví đẹp mẫu mã đúng hình ảnh , giao hàng nhanh chất lượng tốt hơn mong đợi so với giá bán hiện nay",Nhóm Màu:Đen,0
220,Đỗ T.Chứng nhận đã mua hàng,"Ví đẹp như hình, rất chuẩn form, cứng cáp.
mỗi tội hơi dày, bỏ túi quần sẽ bị cộm xíu nha.
ngăn để thẻ thì hơi nhỏ, thẻ của mình có ép dẻo nữa nên không nhét vừa",Nhóm Màu:Nâu,0
221,Thảo N.Chứng nhận đã mua hàng,"Hàng quốc tế nên giao khá chậm, chất liệu ví khá ổn, cầm khá nhẹ tay, dây kéo mới đầu không được mượt cho lắm, tổng quan nên mua nhé ạ",Nhóm màu:Nâu,0
222,8***8Chứng nhận đã mua hàng,"Rất ok so với giá.
Nhưng ví hơi cứng................................................",Nhóm màu:Nâu,1
223,Hieu N.Chứng nhận đã mua hàng,"ví đẹp mềm mịn nha, hàng quốc tế giao hơi lâu chút nhưng không phụ lòng người chờ, sản phẩm ok nha shop",Nhóm màu:Nâu,0
224,Ngọc D.Chứng nhận đã mua hàng,dep lam nen mua,Nhóm màu:Đen,5
225,NgọcChứng nhận đã mua hàng,"dùnggg kháaá ổnnn, daaa mềmmm, màuuu đẹppp, dùnggg khá thích , dâyyy kéooo chắc chắnnn
mang tính chất nhận xu",Nhóm màu:Đen,2
226,B***.Chứng nhận đã mua hàng,"Giao hàng nhanh, tư vấn okay. Sản phẩm xài chất lượng. Sản phẩm ok. màu khá đẹp. đúng mẫu mình chọn",Nhóm màu:Màu nâu,0
227,0***9Chứng nhận đã mua hàng,"hàng y như hình, chất lượng, dẻo, k bị cộm như những loại khác, ví đựng thoải mái k lo bị nhỏ nha. đã mua  nhiều lần bên lata rồi, nên mua",Nhóm màu:Màu nâu,0
228,สงวน จ. từ Thailand,"sản phẩm như mô tả. shop đóng gói đẹp, cẩn thận, rất chuyên nghiệp. cảm nhận trước mắt ok. Độ bền chờ thời gian đánh giá sau",Nhóm màu:Màu nâu,0
229,*******625Chứng nhận đã mua hàng,"BachhoaXANH - Ma xac thuc OTP cua Quy khach la: 8419. Vui long khong chia se voi bat ky ai, ma OTP nay co hieu luc trong vong 3 phut. Cam on Quy khach",Nhóm màu:Màu đen,0
230,MOHD R. từ Malaysia,chất liệu ok. cần thời gian sử dụng để kiểm chứng,Nhóm Màu:Đen,0
231,Ngô M.Chứng nhận đã mua hàng,"Tai khoan chinh cua Quy Khach khong du de thuc hien cuoc goi. De duoc ung 4. 10 phut goi noi mang voi 17250d, 5. 10 phut goi ngoai mang voi 19250d, soan 4 hoac 5 gui 9345 (hieu luc trong 48h). Tu choi nhan tin nhan, soan TC M gui 9345.",Nhóm Màu:Nâu bò/ngang,0
232,*******281Chứng nhận đã mua hàng,"Thiết kế sang trọng và thời trang,Phụ kiện hoàn hảo cho nam giới,",Nhóm Màu:Đen/ngang,0
233,0***5Chứng nhận đã mua hàng,"Phụ kiện hoàn hảo cho nam giới, Da thật cao cấp, Kỹ thuật tuyệt vời, Giá trị tuyệt vời cho sản phẩm, Bền và bền lâu,",Nhóm Màu:Nâu/ngang,0
234,L***.Chứng nhận đã mua hàng,"ví như hình , da cứng hơn mọi khi mình mua. bền thì ko biết , thời gian cho câu trả lời",Nhóm Màu:Đen/ngang,0
235,A. H.Chứng nhận đã mua hàng,"Shop luôn nhiệt tình, giải thích cặn kẻ chi tiết cho mình, chúc shop luôn có nhiều khách hang",Nhóm Màu:Nâu/ngang,0
236,Bruce W.Chứng nhận đã mua hàng,"Sản phẩm đẹp, còn chất lượng thì dùng lâu mới biết, mk mua cho cha nên ko tiện chụp lại ảnh.nói chung là cũng ok,hỏi là shop rep nhanh lém,=)",Nhóm Màu:Nâu,0
237,Au S.Chứng nhận đã mua hàng,"Chất liệu：vải 
Kiểu dáng：vuông 
Màu sắc：đen",Nhóm Màu:Nâu,0
238,Hoang T.Chứng nhận đã mua hàng,"đã nhận được hàng , đúng mẫu mã , ví thiết kế đẹp , hài lòng và tặng shop 5 sao",Nhóm Màu:Đen,1
239,T***.Chứng nhận đã mua hàng,ví vải nên không bị cộm dày giống ví da. khá hài lòng,Nhóm Màu:Nâu,1
240,Saphina D.Chứng nhận đã mua hàng,ok hhhhhhhhhhhhhhjjjjjjjjbbbnbbnbbbnmmmkjhhhhbbbbbb,Nhóm Màu:Đen,1
241,9***8Chứng nhận đã mua hàng,uy tín giao đúng mẫu💯,Nhóm Màu:Đen,2
242,nguyen H.Chứng nhận đã mua hàng,"hàng nhận như hình, ví nhiều ngăn, khá là dày nên mấy bạn nhét túi hơi khó nhé :((",Nhóm Màu:Nâu,0
243,Ngoc A.Chứng nhận đã mua hàng,Hàng nhận được trong tình trạng tốt bằng bao bì bình thường với chất lượng tốt.,Nhóm Màu:Nâu,0
244,phạm Đ.Chứng nhận đã mua hàng,Brg DAH smpai TQ THẬM CHÍ còn chậm trong ngày lễ .. BR G SGT canck,Nhóm Màu:Nâu,0
245,T***.Chứng nhận đã mua hàng,ok.................................................,Nhóm Màu:Nâu,0
246,Henry R.Chứng nhận đã mua hàng,Tôi đề nghị trang bìa.,Nhóm Màu:Ví card,0
247,Ngo H.Chứng nhận đã mua hàng,Đẹp,Nhóm Màu:Ví card,0
248,Ngô K.Chứng nhận đã mua hàng,"Ngoại hình mượt mà và thanh lịch, Lựa chọn quà không giao , Kích thước nhỏ gọn tiện lợi,",Nhóm Màu:Ví card,0
